leg	site	hole	well logging	latitude	longitude	ocean	ocean hemisphere	sea	physographic feature	hard rock feature	ta	td	re-entry	site survey	site termination	crust	equipment test	heat flow	in situ pore water	hydraulic piston core	variable length hpc	pressure core barrel	punch core	extended core barrel	water depth(m)	total penetration(m)	drilled penetration(m)	cored penetration(m)	number of cores recovered	meters recovered	percent recovery	meters of hard rock cored	number of hard rock cores	meters of hard rock recovered	depth to basememnt(m)	oldest sediment sub-bottom depth	oldest sediment depth below sealevel	oldest sediment core number	oldest sediment age	oldest sediment lithology	oldest sediment lithology composition	oldest sediment source	oldest sediment heterogeneity	oldest sediment hardness	oldest comp1	oldest comp2	hard rock descriptions and comments
21	209	A	NO	-15.9365	152.1878	PACIFIC	SOUTH	CORAL	PLATEAU		12/28/1971	12/29/1971	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1428	9		9	1	2.2	24									FORAM-NANNOOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	FORAMINIFERA	
21	210		NO	-13.7665	152.8963	PACIFIC	SOUTH	CORAL	BASIN		12/30/1971	01/04/1972	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4643	711	261	450	50	262.3	58					711.0	5354	50	NO AGE GIVEN	FORAM-BEARINGCALCICANDNANNO-RICHCLAY	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	NANNOFOSSIL	
22	211		NO	-9.7755	102.6992	INDIAN			BASIN		01/21/1972	01/24/1972	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5518	447	305	142.5	15	67.2	47	19.5	2	8.5	428	437.5	5956	14	NO AGE GIVEN	CLAY-RICHNANNOOOZEANDNANNOCLAY	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	NANNOFOSSIL	BASALT
22	212		NO	-19.1890	99.2973	INDIAN			BASIN		01/27/1972	02/01/1972	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	6233	521	155	366	39	174.3	47	5	2	4.05	516	487.5	6721	35	NO AGE GIVEN	ZEOLITICCLAYSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3100	CLAY MINERAL	METABASALTWITHLIMESTONEINCLUSIONS
22	213		NO	-10.2118	93.8962	INDIAN			BASIN		02/04/1972	02/07/1972	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5601	172.5		172.5	19	145.5	84	18	3	8.6	154	151.5	5753	16	NO AGE GIVEN	CLAY-BEARINGIRONOXIDESEDIMENT	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	IRON	BASALT
22	213	A	NO	-10.2118	93.8962	INDIAN			BASIN		02/04/1972	02/07/1972	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5601	130.5	106.0	24.5	3	24.5	100									NANNOOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	unk - 0000	
22	214		NO	-11.3368	88.7180	INDIAN			RIDGE		02/08/1972	02/12/1972	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1655	500	5.5	494.5	54	346.0	69	10	2	4.0	490	390.0	2045	41	NO AGE GIVEN	VOLCANICCLAYSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3100	VOLC MATERIAL FRAG	BASALT
22	215		NO	-8.1217	86.7917	INDIAN			BASIN		02/13/1972	02/15/1972	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5309	175		175	20	113.3	64	19.5	4	13.3	154	155.5	5465	17	NO AGE GIVEN	VOLCANICGLASS	DETRITAL	TERRIGENOUS	MONOGENIC	SOFT	unk - 3300	GLASS	BASALT
22	216		NO	1.4622	90.2080	INDIAN			RIDGE		02/18/1972	02/22/1972	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2237	477.5	124.5	353.0	38	170.8	48	20.5	3	13.2	457	453.0	2690	35	NO AGE GIVEN	VOLCANICCLAY,MICARBCHALKANDASH	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	VOLC MATERIAL FRAG	BASALT
22	216	A	NO	1.4622	90.2080	INDIAN			RIDGE		02/18/1972	02/22/1972	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2237	158.5	101.5	57.0	6	53.7	94					158.5	2396	6	NO AGE GIVEN	NANNOOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	unk - 0000	
22	217		NO	8.9262	90.5388	INDIAN			RIDGE		02/24/1972	02/29/1972	NO	YES	DRILL BIT WORN OUT	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3010	614.5	269.0	345.5	37	183.4	53					610.5	3621	36	NO AGE GIVEN	DOLOMITE	CALCAREOUS	PELAGIC	MONOGENIC	HARD	DOLOMITE	unk - 0000	
22	217	A	NO	8.9262	90.5388	INDIAN			RIDGE		02/24/1972	02/29/1972	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3010	663.5	502.0	161.5	17	41.6	25					635.0	3645	14	NO AGE GIVEN	INTERBEDDEDCLAYSTONE,CHERT,DOLOMITE	CALCAREOUS	PELAGIC	MONOGENIC	HARD	DOLOMITE	unk - 0000	
22	218		NO	8.0070	86.2828	INDIAN			FAN		03/01/1972	03/04/1972	NO	NO	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3749	773.0	522.0	251.0	27	59.4	23					773.0	4522	27	NO AGE GIVEN	CLAYEYSILT	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	SERPENTINE	unk - 0000	
23	219		NO	9.0292	72.8778	INDIAN		ARAB	RIDGE		03/10/1972	03/13/1972	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1764	273.0	38.0	235.0	28	172.5	73					273.0	2037	27	NO AGE GIVEN	FORAMOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	FORAMINIFERA	unk - 0000	
23	219	A	NO	9.0292	72.8778	INDIAN		ARAB	RIDGE		03/10/1972	03/13/1972	NO	NO	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1764	411.0	296.0	115.0	14	50.6	44					411.0	2175	14	NO AGE GIVEN	SILT	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	SERPENTINE	unk - 0000	
23	220		NO	6.5162	70.9837	INDIAN		ARAB	HILL		03/14/1972	03/17/1972	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4036	350.0	173.0	177.0	21	100.9	57	21.0	4	7.5	329	330.0	4366	18	NO AGE GIVEN	NANNOCHALK	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	NANNOFOSSIL	unk - 0000	BASALT
23	221		NO	7.9697	68.4062	INDIAN		ARAB	PLAIN		03/18/1972	03/20/1972	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4650	270.0	100.0	170.0	19	76.6	45	9.0	2	5.0	261	261.0	4911	18	NO AGE GIVEN	MICARBNANNOCHALK	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	NANNOFOSSIL	CARBONATE	THOLEIITICBASALT
23	222		NO	20.0915	61.5093	INDIAN		ARAB	CONE		03/24/1972	03/30/1972	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3546	1300.	987.0	313.0	36	175.6	56					1300	4846	36	NO AGE GIVEN	CARBONATE-RICHDETRITALSILTYCLAYSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3100	CARBONATE	
23	223		NO	18.7497	60.1297	INDIAN		ARAB	RIDGE		03/31/1972	04/04/1972	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3633	740.0	371.0	369.0	42	203.7	55	23.0	3	8.0	717	722.0	4355	39	NO AGE GIVEN	MONTMORILLONITICCLAYSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3100	MONTMORILLONITE	TRACHYBASALT
23	224		NO	16.5418	59.7017	INDIAN		ARAB	RIDGE	LAMPROPHYRE	04/05/1972	04/07/1972	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2500	792.0	693.0	99.0	11	31.0	31	5.0	1	0.4		792.0	3292	11	NO AGE GIVEN	VOLCANICASH	DETRITAL	TERRIGENOUS	MONOGENIC	SOFT	unk - 3300	unk - 0000	LAMPROPHYREFLOW
23	225		NO	21.3097	38.2518	INDIAN		RED SEA	TROUGH		04/15/1972	04/17/1972	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1228	230.0		230.0	29	137.5	59					203.0	1431	26	NO AGE GIVEN	LIMESTONE	CALCAREOUS	TRANSITIONAL	MONOGENIC	HARD	ESTIMATED CARBONATE	unk - 0000	
23	226		NO	21.3418	38.0822	INDIAN		RED SEA	TROUGH		04/17/1972	04/18/1972	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2169	14.0		14.0	2	8.9	63					14.0	2183	2	NO AGE GIVEN	MONTMORILLONITE,ANHYDRITE,GOETHITE-HEMATITE					unk - 0000	unk - 0000	BASALT
23	226	A	NO	21.3418	38.0822	INDIAN		RED SEA	TROUGH		04/17/1972	04/18/1972	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2169						0														unk - 0000	unk - 0000	
23	226	B	NO	21.3418	38.0822	INDIAN		RED SEA	TROUGH		04/17/1972	04/18/1972	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2169						0														unk - 0000	unk - 0000	
23	226	C	NO	21.3418	38.0822	INDIAN		RED SEA	TROUGH		04/17/1972	04/18/1972	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2169						0														unk - 0000	unk - 0000	
23	227		NO	21.3310	38.1328	INDIAN		RED SEA	TROUGH		04/18/1972	04/21/1972	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1795	359.0	15.0	344.0	45	123.5	35					314.0	2109	40	NO AGE GIVEN	HALITE					unk - 0000	unk - 0000	
23	228		NO	19.0860	39.0033	INDIAN		RED SEA	BASIN		04/22/1972	04/24/1972	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1038	325.0	10.0	315.0	40	184.7	58					277.0	1315	33	NO AGE GIVEN	ANHYDRITE					unk - 0000	unk - 0000	
23	229		NO	14.7682	42.1912	INDIAN		RED SEA	BASIN		04/27/1972	04/28/1972	NO	NO	WEATHER	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	852	108.0	75.0	33.0	5	29.1	88					108.0	960	4	NO AGE GIVEN	PALAGONITETUFF	DETRITAL	TERRIGENOUS	MONOGENIC	HARD	unk - 3300	unk - 0000	
23	229	A	NO	14.7682	42.1912	INDIAN		RED SEA	BASIN		04/27/1972	04/28/1972	NO	NO	HYDROCARBON HAZARD	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	852	212	49.0	163.0	18	119.0	73					212.0	1064	18	NO AGE GIVEN	SILTYCLAY-MICARB-RICHNANNOCHALK	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	NANNOFOSSIL	CARBONATE	
23	230		NO	15.3167	41.8342	INDIAN		RED SEA	TROUGH		04/28/1972	04/29/1972	NO	NO	WEATHER	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	832	9.0		9.0	2	13.4	148					9.0	841	1	NO AGE GIVEN	NANNOOOZE(PENET/COREVARYDUETOACCIDENTALRESPUDDING)	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	unk - 0000	
24	231		NO	11.8902	48.2452	INDIAN		GULF OF ADEN	BASIN		05/04/1972	05/08/1972	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2152	584.0		584.0	64	424.9	72	17.5	3	7.7	566	584.0	2736	64	NO AGE GIVEN	NANNOCHALK	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	NANNOFOSSIL	unk - 0000	BASALT
24	232		NO	14.4822	51.9145	INDIAN		GULF OF ADEN	TRENCH		05/10/1972	05/11/1972	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1743	173.5		173.5	19	126.7	73					173.5	1917	19	NO AGE GIVEN	NANNOOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	unk - 0000	
24	232	A	NO	14.4827	51.9143	INDIAN		GULF OF ADEN	TRENCH		05/12/1972	05/13/1972	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1726	434.0	159.0	275.0	30	125.5	45	37.5	5	1.5		402.5	2129	26	NO AGE GIVEN	NANNOOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	unk - 0000	
24	233		NO	14.3280	52.1352	INDIAN		GULF OF ADEN	TRENCH		05/13/1972	05/15/1972	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1839	176		176.0	19	135.3	76					176.0	2015	19	NO AGE GIVEN	NANNOOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	unk - 0000	
24	233	A	NO	14.3280	52.1352	INDIAN		GULF OF ADEN	TRENCH		05/15/1972	05/16/1972	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1839	271.0	168.0	103.0	13	37.3	36	34.0	6	2.6		234.5	2074	7	NO AGE GIVEN	MICARBNANNOOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	CARBONATE	DIABASE
24	234		NO	4.4827	51.2247	INDIAN			RIDGE		05/19/1972	05/20/1972	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4721	247.0	104.5	142.5	15	90.1	63					199.5	4921	13	NO AGE GIVEN	CLAY	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	unk - 0000	
24	234	A	NO	4.4827	51.2247	INDIAN			RIDGE		05/21/1972	05/21/1972	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4721	247.0	237.5	9.5	1	1.4	14									CLAY	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	unk - 0000	
24	235		NO	3.2343	52.6940	INDIAN			PLAIN		05/22/1972	05/26/1972	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5130	684.0	494.0	190.0	20	98.1	51	32.5	41	2.94	652	684.0	5814	20	NO AGE GIVEN	CLAY	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	unk - 0000	BASALT
24	236		NO	-1.6770	57.6475	INDIAN					05/28/1972	06/01/1972	NO	YES	DRILL BIT WORN OUT	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4487	327.5		327.5	37	218.5	66	21.5	5	10.5	306	306.5	4794	33	NO AGE GIVEN	NANNOCHALK	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	NANNOFOSSIL	unk - 0000	BASALT
24	237		NO	-7.0832	58.1247	INDIAN			PLATEAU		06/06/1972	06/09/1972	NO	YES	WEATHER	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1623	693.5	66.5	627.0	67	312.1	49					693.5	2317	67	NO AGE GIVEN	MICRITE	CALCAREOUS	TRANSITIONAL	MONOGENIC	HARD	ESTIMATED CARBONATE	unk - 0000	
24	238		NO	-11.1535	70.5260	INDIAN			FRACTURE ZONE		06/16/1972	06/21/1972	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2832	586.5		586.5	64	424.5	72	80.5	10	40.5	506	506.0	3338	54	NO AGE GIVEN	NANNOOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	unk - 0000	BASALT
25	239		NO	-21.2945	51.6788	INDIAN			BASIN	FLOW	07/01/1972	07/03/1972	NO	YES	DRILL BIT WORN OUT	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4971	326.0	151.0	175.0	21	106.1	60	6.0	3	2.3	320	320.0	5291	20	NO AGE GIVEN	BROWNCLAY,BROWNCLAY-RICHNANNOOOZE,BROWNNANNOCLAY	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	NANNOFOSSIL	BASALT
25	240		NO	-3.4873	50.0537	INDIAN			BASIN		07/10/1972	07/10/1972	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5082	195.0	142.0	53.0	8	25.1	47	5.0	2	1.4	190	166.0	5248	5	NO AGE GIVEN	CARBONATERICHDIATOMOOZE	SILICEOUS	PELAGIC	MONOGENIC	SOFT	DIATOM	CARBONATE	BASALT
25	240	A	NO	-3.4873	50.0537	INDIAN			BASIN		07/10/1972	07/11/1972	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5082	202.0	168.0	34.0	4	3.2	9	2.0	1		200	195.0	5277	3	NO AGE GIVEN	NANNOOOZEANDCOARSESAND	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	unk - 0000	BASALT
25	241		NO	-2.3707	44.6795	INDIAN			BASIN		07/14/1972	07/18/1972	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4054	1174.	922.0	252.0	29	136.7	54					1072	5126	28	NO AGE GIVEN	CLAYMINERALRICHMUD	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3100	CLAY MINERAL	
25	242		NO	-15.8442	41.8205	INDIAN			CHANNL		07/23/1972	07/25/1972	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2275	676.0	542.0	134.0	19	103.1	76					676.0	2951	19	NO AGE GIVEN	CLAYMINERALRICHNANNOFOSSILCHALK	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	NANNOFOSSIL	CLAY MINERAL	
25	243		NO	-22.9082	41.3998	INDIAN			CANYON (SUBMARINE)		07/28/1972	07/28/1972	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3879	32.0	26.0	6.0	1	0.3	5					6.0	3885	1	NO AGE GIVEN	COARSESANDANDFINEGRAVEL	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	MICA	unk - 0000	
25	244		NO	-22.9312	41.4330	INDIAN			CANYON (SUBMARINE)		07/29/1972	07/29/1972	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3768	27.0	24.0	3.0	1	0.05	1					3.0	3771	1	NO AGE GIVEN	SILTYCLAYANDCOARSESAND	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	unk - 0000	
25	245		NO	-31.5337	52.3018	INDIAN			BASIN		08/03/1972	08/03/1972	NO	YES	WEATHER	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4857	396.5	246.0	150.5	19	82.1	54	7.5	3	1.6	389	389.0	5246	16	NO AGE GIVEN	BLACKFERROMANGANOANCLAYEYNANNOCHALK	CALCAREOUS	PELAGIC	MONOGENIC	FIRM	NANNOFOSSIL	CLAY MINERAL	DIABASICBASALT
25	245	A	NO	-31.5337	52.3018	INDIAN			BASIN		08/04/1972	08/06/1972	NO	YES	DRILL BIT WORN OUT	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4857	149.0	86.0	63.0	7	47.4	75					149.0	5006	7	NO AGE GIVEN	CLAY-RICHNANNOOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	CLAY MINERAL	
25	246		NO	-33.6202	45.1595	INDIAN			RIDGE		08/09/1972	08/10/1972	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1030	203.0	109.0	94.0	11	23.8	25					194.0	1224	11	NO AGE GIVEN	GLAUCONITICCALCAREOUSSAND	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	MICA	GLAUCONITE	
25	247		NO	-33.6255	45.0113	INDIAN			RIDGE		08/11/1972	08/11/1972	NO	NO	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	944	26.0	18.0	8.0	1	0.05	0					6.0	950	1	NO AGE GIVEN						unk - 0000	unk - 0000	
25	248		NO	-29.5297	37.4747	INDIAN			BASIN		08/14/1972	08/16/1972	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	4994	434.0	298.0	136.0	17	40.8	30	18.0	3	3.6	416	416.0	5410	14	NO AGE GIVEN	BROWNCLAYANDBROWNSILT-BEARINGCLAY	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	ISOTROPIC MINERAL	PORPHYRITICBASALT
25	249		NO	-29.9498	36.0770	INDIAN			RIDGE		08/18/1972	08/19/1972	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2098	412.0	127.0	285.0	33	221.4	77	4.0	2	3.6	408	398.0	2496	31	NO AGE GIVEN	GRAYANDOLIVE-BLACKSILTYCLAYSTONE	DETRITAL	TERRIGENOUS	HETEROGENIC	HARD	unk - 3100	ISOTROPIC MINERAL	VESICULARGLASSYBASALT
26	250		NO	-33.4623	39.3692	INDIAN			BASIN		09/08/1972	09/10/1972	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5119	65.0	37.0	28.0	3	21.4	76					65.0	5184	3	NO AGE GIVEN	COCCOLITHOOZEWITHCOCCOLITHSILTYDETRITALCLAY	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	NANNOFOSSIL	
26	250	A	NO	-33.4623	39.3692	INDIAN			BASIN		09/11/1972	09/14/1972	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5119	738.5	498.0	240.5	26	124.4	51	13.2	2	11.2	725	710.0	5829	24	NO AGE GIVEN	DETRITALCLAY	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	DETRITAL MATERIAL	OLIVINEBASALT
26	251		NO	-36.5042	49.4858	INDIAN			RIDGE		09/17/1972	09/18/1972	NO	NO	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3499	87.5		87.5	10	67.2	76					87.5	3587	10	NO AGE GIVEN	NANNOOOZE	CALCAREOUS	PELAGIC	MONOGENIC	SOFT	NANNOFOSSIL	unk - 0000	
26	251	A	NO	-36.5042	49.4858	INDIAN					09/18/1972	09/21/1972	NO	NO	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	3499	499.0	223.5	276.5	31	158.4	57	12.5	3	6.6	487	489.5	3989	30	NO AGE GIVEN	GARNET-RICHCALCITE(MICARB)CHALK	CALCAREOUS	TRANSITIONAL	HETEROGENIC	FIRM	ESTIMATED CARBONATE	unk - 0000	GLASSYOLIVINEBASALT
26	252		NO	-37.0407	59.2388	INDIAN			BASIN		09/23/1972	09/24/1972	NO	NO	WEATHER	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5032	247.0	190.0	57.0	7	41.5	72					247.0	5279	7	NO AGE GIVEN	PYRITERADIOLARIANSILTYCLAY	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	RADIOLARIA	
26	253		NO	-24.8775	87.3662	INDIAN			RIDGE		10/01/1972	10/05/1972	NO	YES	OPERATIONAL LIMIT REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1962	559.0	22.5	536.5	58	270.1	50	4.5	1	0.35		554.5	2517	57	NO AGE GIVEN	VITRICVOLCANICASHANDLAPILLI	DETRITAL	TERRIGENOUS	MONOGENIC	SOFT	unk - 3300	unk - 0000	PORPHYRITICBASALT
26	254		NO	-30.9692	87.8953	INDIAN			RIDGE		10/07/1972	10/09/1972	NO	YES	OBJECTIVE REACHED	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	1253	343.5	14.5	329.0	38	150.5	45	42.5	6	10.9	301	257.0	1510	28	NO AGE GIVEN	SANDYANDSILTYCLAY,ANDSILTYSANDS	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	unk - 0000	OLIVINEBASALT
26	255		NO	-31.1312	93.7287	INDIAN			RIDGE		10/11/1972	10/12/1972	NO	YES	OPERATIONAL LIMIT REACHED	CONTINENTAL	NO	NO	NO	NO	NO	NO	NO	NO	1144	108.5	9.5	99.0	11	7.9	7					108.5	1253	11	NO AGE GIVEN	BIOMICRITICLIMESTONEWITHCHERT	CALCAREOUS	TRANSITIONAL	HETEROGENIC	HARD	ESTIMATED CARBONATE	unk - 0000	
26	256		NO	-23.4558	100.7743	INDIAN			BASIN		10/15/1972	10/17/1972	NO	YES	CHIEF SCIENTIST DECISION	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5361	270.0	171.0	99.0	11	78.4	79	19.0	3	13.4	251	256.5	5618	9	NO AGE GIVEN	DETRITALCLAY	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	DETRITAL MATERIAL	OLIVINE-POORGLASSYBASALT
26	257		NO	-30.9860	108.3498	INDIAN			BASIN		10/20/1972	10/23/1972	NO	YES	MECHANICAL OR EQUIPMENT FAILURE	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	5278	326.5	171.0	155.5	17	76.7	49	64.5	8	32.4	262	307.5	5586	15	NO AGE GIVEN	DETRITALCLAY	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	DETRITAL MATERIAL	OLIVINEBASALT
26	258		NO	-33.7948	112.4737	INDIAN			PLATEAU		10/25/1972	10/27/1972	NO	YES	WEATHER	OCEANIC	NO	NO	NO	NO	NO	NO	NO	NO	2793	525.0	294.5	230.5	25	115.6	50					525.0	3318	25	NO AGE GIVEN	GLAUCONITICDETRITALSILTYCLAY	DETRITAL	TERRIGENOUS	HETEROGENIC	SOFT	unk - 3100	DETRITAL MATERIAL	
