leg	site	hole	core	section	top of sampled interval (cm)	bottom of sampled interval(cm)	depth to core (m)	depth to sample (m)	card type	card number	pH electrode type	pH	alkalinity measurement type	alkalinity	salinity	data field #1	data field #2	data field #3	data field #4	data field #5	data field #6	reference
18	180		22	6	0.0	5.0	432.50	440.03	DATA CARD	2							4.71		1.60			18A2
18	180		22	6	0.0	5.0	432.50	440.03	DATA CARD	2						0.15				31.30		18A2
18	180		22	6	0.0	5.0	432.50	440.03	DATA CARD	3											467.22	18A2
18	180		24	4	0.0	6.0	451.50	456.03	DATA CARD	1											691.95	18A2
18	180		24	4	0.0	6.0	451.50	456.03	DATA CARD	1	PUNCH-IN	8.10	COLORIMETRIC	8.3	33.0	11.49	40.82	19.40				18A2
18	180		24	4	0.0	6.0	451.50	456.03	DATA CARD	1	PUNCH-IN	8.08			32.8							LABNB
18	180		24	4	0.0	6.0	451.50	456.03	DATA CARD	2							5.23		3.30			18A2
18	180		24	4	0.0	6.0	451.50	456.03	DATA CARD	2						0.16				85.70		18A2
18	180		24	4	0.0	6.0	451.50	456.03	DATA CARD	3											458.33	18A2
18	180		SSW				0.00	0.00	DATA CARD	1	PUNCH-IN	8.41			32.5							LABNB
18	180		SSW				0.00	0.00	DATA CARD	1	PUNCH-IN	8.40	COLORIMETRIC	2.3	32.7	9.95	50.50	18.20				18A2
18	180		SSW				0.00	0.00	DATA CARD	2							9.42		26.94			18A2
18	180		SSW				0.00	0.00	DATA CARD	3											444.98	18A2
18	181		1	4	0.0	9.0	0.00	4.55	DATA CARD	1	PUNCH-IN	7.79			35.0							LABNB
18	181		3	4	0.0	6.0	18.50	23.03	DATA CARD	1	PUNCH-IN	8.01			34.4							LABNB
18	181		5	3	0.0	7.0	37.50	40.54	DATA CARD	1	PUNCH-IN	8.00			33.8							LABNB
18	181		7	3	0.0	6.0	56.50	59.53	DATA CARD	1	PUNCH-IN	8.30	COLORIMETRIC	6.1	33.8	6.13	48.39	19.70				18A2
18	181		7	3	0.0	6.0	56.50	59.53	DATA CARD	1											582.70	18A2
18	181		7	3	0.0	6.0	56.50	59.53	DATA CARD	1	PUNCH-IN	8.33			33.0							LABNB
18	181		7	3	0.0	6.0	56.50	59.53	DATA CARD	2							7.85		0.53			18A2
18	181		7	3	0.0	6.0	56.50	59.53	DATA CARD	2						0.07				17.90		18A2
18	181		7	3	0.0	6.0	56.50	59.53	DATA CARD	3											462.78	18A2
18	181		9	4	0.0	8.0	75.50	80.04	DATA CARD	1	PUNCH-IN	8.06			33.0							LABNB
18	181		11	1	144.0	150.0	94.50	95.97	DATA CARD	1	PUNCH-IN	8.11			33.0							LABNB
18	181		13	5	0.0	7.0	113.50	119.79	DATA CARD	1	PUNCH-IN	7.90	COLORIMETRIC	8.7	33.8	8.93	46.71	19.50				18A2
18	181		13	5	0.0	7.0	113.50	119.79	DATA CARD	1											910.47	18A2
18	181		13	5	0.0	7.0	113.50	119.79	DATA CARD	1	PUNCH-IN	7.94			33.3							LABNB
18	181		13	5	0.0	7.0	113.50	119.79	DATA CARD	2							6.54		0.75			18A2
18	181		13	5	0.0	7.0	113.50	119.79	DATA CARD	2						0.14				58.80		18A2
18	181		13	5	0.0	7.0	113.50	119.79	DATA CARD	3											458.33	18A2
18	181		15	5	0.0	6.0	132.50	138.53	DATA CARD	1	PUNCH-IN	8.04			33.0							LABNB
18	181		17	6	0.0	6.0	151.50	159.03	DATA CARD	1	PUNCH-IN	8.10	COLORIMETRIC	6.4	33.0	13.27	34.51	19.70				18A2
18	181		17	6	0.0	6.0	151.50	159.03	DATA CARD	1											546.28	18A2
18	181		17	6	0.0	6.0	151.50	159.03	DATA CARD	1	PUNCH-IN	8.09			32.8							LABNB
18	181		17	6	0.0	6.0	151.50	159.03	DATA CARD	2							6.02		0.64			18A2
18	181		17	6	0.0	6.0	151.50	159.03	DATA CARD	2						0.19				96.80		18A2
18	181		17	6	0.0	6.0	151.50	159.03	DATA CARD	3											467.22	18A2
18	181		20	1	0.0	9.0	177.00	177.05	DATA CARD	1											134.75	18A2
18	181		20	1	0.0	9.0	177.00	177.05	DATA CARD	1	PUNCH-IN	8.40	COLORIMETRIC	3.7	31.9	27.06	21.04	19.20				18A2
18	181		20	1	0.0	9.0	177.00	177.05	DATA CARD	1	PUNCH-IN	8.42			31.9							LABNB
18	181		20	1	0.0	9.0	177.00	177.05	DATA CARD	2							3.14		2.56			18A2
18	181		20	1	0.0	9.0	177.00	177.05	DATA CARD	2						0.26				171.30		18A2
18	181		20	1	0.0	9.0	177.00	177.05	DATA CARD	3											462.78	18A2
18	181		SSW				0.00	0.00	DATA CARD	1	PUNCH-IN	8.30			33.0							LABNB
18	181		SSW				0.00	0.00	DATA CARD	1	PUNCH-IN	8.38			32.8							LABNB
18	182		1	6	0.0	8.0	0.00	7.54	DATA CARD	1	PUNCH-IN	8.10	COLORIMETRIC	9.0	33.6	5.36	45.87	19.00				18A2
18	182		1	6	0.0	8.0	0.00	7.54	DATA CARD	1											619.12	18A2
18	182		1	6	0.0	8.0	0.00	7.54	DATA CARD	1	PUNCH-IN	8.14			33.3							LABNB
18	182		1	6	0.0	8.0	0.00	7.54	DATA CARD	2							11.25		15.23			18A2
18	182		1	6	0.0	8.0	0.00	7.54	DATA CARD	2						0.09				1.20		18A2
18	182		1	6	0.0	8.0	0.00	7.54	DATA CARD	3											462.78	18A2
18	182		3	2	0.0	6.0	59.50	61.03	DATA CARD	1	PUNCH-IN	8.18			31.4							LABNB
18	182		SSW				0.00	0.00	DATA CARD	1	PUNCH-IN	8.37			32.5							LABNB
18	182		SSW				0.00	0.00	DATA CARD	1	PUNCH-IN	8.41			32.8							LABNB
19	183		4	3	0.0	8.0	21.00	24.04	DATA CARD	1	PUNCH-IN	7.96			35.0							LABNB
19	183		4	3	0.0	8.0	21.00	24.04	DATA CARD	1								20.00	0.54		841.27	1932
19	183		4	3	0.0	8.0	21.00	24.04	DATA CARD	2								106.14				1932
19	183		4	3	0.0	8.0	21.00	24.04	DATA CARD	3									1.99			1932
19	183		4	3	0.0	8.0	21.00	24.04	DATA CARD	4						0.88	0.46					1932
19	183		6	5	0.0	9.0	40.00	46.05	DATA CARD	1	PUNCH-IN	7.98			34.7							LABNB
19	183		8	4	0.0	5.0	59.00	63.53	DATA CARD	1								20.10	0.55		881.33	1932
19	183		8	4	0.0	5.0	59.00	63.53	DATA CARD	1	PUNCH-IN	8.02			34.7							LABNB
19	183		8	4	0.0	5.0	59.00	63.53	DATA CARD	2								68.90				1932
19	183		8	4	0.0	5.0	59.00	63.53	DATA CARD	3									1.77			1932
19	183		8	4	0.0	5.0	59.00	63.53	DATA CARD	4						0.86	0.43					1932
19	183		11	5	0.0	8.0	99.00	105.04	DATA CARD	1	PUNCH-IN	8.10		9.1	34.7	14.55	46.71	19.40			611.83	1933
19	183		11	5	0.0	8.0	99.00	105.04	DATA CARD	2							8.90		23.75			1933
19	183		11	5	0.0	8.0	99.00	105.04	DATA CARD	3											485.02	1933
19	183		13	6	0.0	10.0	127.00	134.55	DATA CARD	1	PUNCH-IN	7.56			34.7							LABNB
19	183		17	6	0.0	10.0	164.00	171.85	DATA CARD	1								20.00	0.35		1358.42	1932
19	183		17	6	0.0	10.0	164.00	171.85	DATA CARD	1	PUNCH-IN	7.41			35.0							LABNB
19	183		17	6	0.0	10.0	164.00	171.85	DATA CARD	2								117.31				1932
19	183		17	6	0.0	10.0	164.00	171.85	DATA CARD	3									3.83			1932
19	183		17	6	0.0	10.0	164.00	171.85	DATA CARD	4						0.90	0.46					1932
19	183		19	4	0.0	10.0	183.00	187.55	DATA CARD	1	PUNCH-IN	7.33			34.7							LABNB
19	183		19	4	0.0	10.0	183.00	187.55	DATA CARD	1								20.00	0.20		1016.08	1932
19	183		19	4	0.0	10.0	183.00	187.55	DATA CARD	2								126.62				1932
19	183		19	4	0.0	10.0	183.00	187.55	DATA CARD	3									3.98			1932
19	183		19	4	0.0	10.0	183.00	187.55	DATA CARD	4						0.91	0.51					1932
19	183		21	4	0.0	10.0	201.00	205.55	DATA CARD	1	PUNCH-IN	7.31			34.4							LABNB
19	183		26	2	0.0	8.0	248.00	249.54	DATA CARD	1								20.10	0.20		149.32	1932
19	183		26	2	0.0	8.0	248.00	249.54	DATA CARD	1	PUNCH-IN	7.72			35.0							LABNB
19	183		26	2	0.0	8.0	248.00	249.54	DATA CARD	2								18.62				1932
19	183		26	2	0.0	8.0	248.00	249.54	DATA CARD	3									3.54			1932
19	183		26	2	0.0	8.0	248.00	249.54	DATA CARD	4							0.47					1932
19	183		28	3	0.0	10.0	267.00	270.05	DATA CARD	1	PUNCH-IN	7.90		5.8	35.2	15.31	50.50	19.40			120.18	1933
19	183		28	3	0.0	10.0	267.00	270.05	DATA CARD	2							4.71		26.94			1933
19	183		28	3	0.0	10.0	267.00	270.05	DATA CARD	3											485.02	1933
19	183		31	2	0.0	9.0	295.00	296.55	DATA CARD	1	PUNCH-IN	7.86			34.7							LABNB
19	183		31	2	0.0	9.0	295.00	296.55	DATA CARD	1								20.00	0.20		185.74	1932
19	183		31	2	0.0	9.0	295.00	296.55	DATA CARD	2								7.45				1932
19	183		31	2	0.0	9.0	295.00	296.55	DATA CARD	3									2.80			1932
19	183		31	2	0.0	9.0	295.00	296.55	DATA CARD	4						0.69	0.46					1932
19	183		SSW				0.00	0.00	DATA CARD	1	PUNCH-IN	8.06			32.5							LABNB
19	183		SSW				0.00	0.00	DATA CARD	1	PUNCH-IN	8.21			32.8							LABNB
19	184		2	6	0.0	9.0	128.00	135.55	DATA CARD	1	PUNCH-IN	7.60		8.2	33.8	13.53	36.61	19.40			910.47	1933
19	184		2	6	0.0	9.0	128.00	135.55	DATA CARD	2							8.90		19.91			1933
19	184		2	6	0.0	9.0	128.00	135.55	DATA CARD	3											489.47	1933
19	184		3	6	0.0	9.0	146.00	154.05	DATA CARD	1								20.00	2.63		1012.44	1932
19	184		3	6	0.0	9.0	146.00	154.05	DATA CARD	1	PUNCH-IN	7.76			34.1							LABNB
19	184		3	6	0.0	9.0	146.00	154.05	DATA CARD	2								3.72				1932
19	184		3	6	0.0	9.0	146.00	154.05	DATA CARD	3									1.40			1932
19	184		3	6	0.0	9.0	146.00	154.05	DATA CARD	4						0.65	0.55					1932
19	184		4	4	0.0	9.0	165.00	170.05	DATA CARD	1	PUNCH-IN	7.60		7.4	33.8	15.06	35.77	19.40			946.89	1933
19	184		4	4	0.0	9.0	165.00	170.05	DATA CARD	2							8.63		20.34			1933
19	184		4	4	0.0	9.0	165.00	170.05	DATA CARD	3											489.47	1933
19	184		6	6	0.0	9.0	202.00	209.81	DATA CARD	1								20.20			1099.84	1932
19	184		6	6	0.0	9.0	202.00	209.81	DATA CARD	1	PUNCH-IN	7.79			33.8							LABNB
19	184		6	6	0.0	9.0	202.00	209.81	DATA CARD	4							0.63					1932
19	184		7	6	0.0	9.0	221.00	228.75	DATA CARD	1	PUNCH-IN	7.70		3.7	34.1	17.36	35.77	19.40			946.89	1933
19	184		7	6	0.0	9.0	221.00	228.75	DATA CARD	2							8.63		20.77			1933
19	184		7	6	0.0	9.0	221.00	228.75	DATA CARD	3											489.47	1933
19	184		9	6	0.0	9.0	249.00	256.55	DATA CARD	1								19.90	1.99		1121.69	1932
19	184		9	6	0.0	9.0	249.00	256.55	DATA CARD	1	PUNCH-IN	7.81			33.8							LABNB
19	184		9	6	0.0	9.0	249.00	256.55	DATA CARD	2								7.45				1932
19	184		9	6	0.0	9.0	249.00	256.55	DATA CARD	3									1.37			1932
19	184		9	6	0.0	9.0	249.00	256.55	DATA CARD	4						0.93	0.53					1932
19	184		10	4	0.0	9.0	277.00	281.55	DATA CARD	1	PUNCH-IN	7.70		0.0	33.8	19.14	34.09	19.40			1056.14	1933
19	184		10	4	0.0	9.0	277.00	281.55	DATA CARD	2							8.63		21.19			1933
19	184		10	4	0.0	9.0	277.00	281.55	DATA CARD	3											489.47	1933
19	184		11	4	0.0	9.0	296.00	300.55	DATA CARD	1								19.80	2.23		1249.16	1932
19	184		11	4	0.0	9.0	296.00	300.55	DATA CARD	1	PUNCH-IN	7.68			34.1							LABNB
19	184		11	4	0.0	9.0	296.00	300.55	DATA CARD	2								14.90				1932
19	184		11	4	0.0	9.0	296.00	300.55	DATA CARD	3									1.33			1932
19	184		11	4	0.0	9.0	296.00	300.55	DATA CARD	4						0.92	0.60					1932
19	184		14	3	0.0	9.0	380.00	383.05	DATA CARD	1	PUNCH-IN	8.00		7.1	33.6	22.72	29.46	19.20			910.47	1933
19	184		14	3	0.0	9.0	380.00	383.05	DATA CARD	1								19.70	1.94		1016.08	1932
19	184		14	3	0.0	9.0	380.00	383.05	DATA CARD	2							8.63		20.45			1933
19	184		14	3	0.0	9.0	380.00	383.05	DATA CARD	3									1.30			1932
19	184		14	3	0.0	9.0	380.00	383.05	DATA CARD	3											485.02	1933
19	184		14	3	0.0	9.0	380.00	383.05	DATA CARD	4						0.91	0.58					1932
19	184		20	5	0.0	9.0	539.00	545.05	DATA CARD	1	PUNCH-IN	7.60		6.3	33.0	38.54	13.05	19.00			1128.98	1933
19	184		20	5	0.0	9.0	539.00	545.05	DATA CARD	1								19.40	1.91		1209.10	1932
19	184		20	5	0.0	9.0	539.00	545.05	DATA CARD	2							6.28		14.27			1933
19	184		20	5	0.0	9.0	539.00	545.05	DATA CARD	2								9.31				1932
19	184		20	5	0.0	9.0	539.00	545.05	DATA CARD	3											476.12	1933
19	184		20	5	0.0	9.0	539.00	545.05	DATA CARD	3									1.03			1932
19	184		20	5	0.0	9.0	539.00	545.05	DATA CARD	4						0.83	0.62					1932
19	184		22	6	0.0	9.0	595.00	602.55	DATA CARD	1				3.5	32.2	43.39	8.00	18.90			874.05	1933
19	184		22	6	0.0	9.0	595.00	602.55	DATA CARD	1								19.30	2.04		994.23	1932
19	184		22	6	0.0	9.0	595.00	602.55	DATA CARD	2							5.23		12.35			1933
19	184		22	6	0.0	9.0	595.00	602.55	DATA CARD	2								18.62				1932
19	184		22	6	0.0	9.0	595.00	602.55	DATA CARD	3											471.67	1933
19	184		22	6	0.0	9.0	595.00	602.55	DATA CARD	3									0.83			1932
19	184		22	6	0.0	9.0	595.00	602.55	DATA CARD	4						0.87	0.62					1932
19	184		SSW				0.00	0.00	DATA CARD	1	PUNCH-IN	7.97			33.0							LABNB
19	184		SSW				0.00	0.00	DATA CARD	1	PUNCH-IN	8.18			33.0							LABNB
19	184		SSW				0.00	0.00	DATA CARD	1	PUNCH-IN	8.08			33.0							LABNB
19	185		4	6	0.0	10.0	35.00	42.55	DATA CARD	1	PUNCH-IN	7.80		22.7	33.0	2.30	42.50	19.50			874.05	1933
19	185		4	6	0.0	10.0	35.00	42.55	DATA CARD	2							10.73		3.09			1933
19	185		4	6	0.0	10.0	35.00	42.55	DATA CARD	3											480.57	1933
19	185		5	2	0.0	10.0	63.00	64.55	DATA CARD	1								20.70	2.76		1012.44	1932
19	185		5	2	0.0	10.0	63.00	64.55	DATA CARD	1	PUNCH-IN	7.78			32.8							LABNB
19	185		5	2	0.0	10.0	63.00	64.55	DATA CARD	2								7.45				1932
19	185		5	2	0.0	10.0	63.00	64.55	DATA CARD	3									2.65			1932
19	185		5	2	0.0	10.0	63.00	64.55	DATA CARD	4						0.91	0.55					1932
19	185		6	6	0.0	9.0	91.00	99.05	DATA CARD	1	PUNCH-IN	8.00		20.6	32.5	1.53	34.09	19.30			801.21	1933
19	185		6	6	0.0	9.0	91.00	99.05	DATA CARD	2							9.94		0.11			1933
19	185		6	6	0.0	9.0	91.00	99.05	DATA CARD	3											485.02	1933
19	185		7	5	0.0	10.0	129.00	135.05	DATA CARD	1								20.00	3.11		950.53	1932
19	185		7	5	0.0	10.0	129.00	135.05	DATA CARD	1	PUNCH-IN	7.80		0.0	32.2	2.30	33.67	19.20			801.21	1933
19	185		7	5	0.0	10.0	129.00	135.05	DATA CARD	2								11.17				1932
19	185		7	5	0.0	10.0	129.00	135.05	DATA CARD	2							8.90		0.11			1933
19	185		7	5	0.0	10.0	129.00	135.05	DATA CARD	3									3.76			1932
19	185		7	5	0.0	10.0	129.00	135.05	DATA CARD	3											480.57	1933
19	185		7	5	0.0	10.0	129.00	135.05	DATA CARD	4							0.52					1932
19	185		8	4	0.0	10.0	167.00	171.55	DATA CARD	1	PUNCH-IN	7.80		16.6	31.9	2.04	32.40	19.30			983.30	1933
19	185		8	4	0.0	10.0	167.00	171.55	DATA CARD	2							8.63		0.11			1933
19	185		8	4	0.0	10.0	167.00	171.55	DATA CARD	3											485.02	1933
19	185		10	4	0.0	10.0	222.00	226.55	DATA CARD	1								20.00	3.04		986.95	1932
19	185		10	4	0.0	10.0	222.00	226.55	DATA CARD	1	PUNCH-IN	7.98			31.6							LABNB
19	185		10	4	0.0	10.0	222.00	226.55	DATA CARD	2								11.17				1932
19	185		10	4	0.0	10.0	222.00	226.55	DATA CARD	3									4.57			1932
19	185		10	4	0.0	10.0	222.00	226.55	DATA CARD	4						0.92	0.53					1932
19	185		20	5	0.0	6.0	662.00	668.03	DATA CARD	1	PUNCH-IN	8.00		3.6	30.6	35.73	6.31	18.70			619.12	1933
19	185		20	5	0.0	6.0	662.00	668.03	DATA CARD	2							3.66		0.11			1933
19	185		20	5	0.0	6.0	662.00	668.03	DATA CARD	3											462.78	1933
19	185		SSW				0.00	0.00	DATA CARD	1	PUNCH-IN	8.23			33.0							LABNB
19	186		3	6	0.0	10.0	11.00	18.55	DATA CARD	1								18.00	1.62		906.82	1932
19	186		3	6	0.0	10.0	11.00	18.55	DATA CARD	1	PUNCH-IN	8.10		35.5	30.8	1.79	35.35	17.80			801.21	1933
19	186		3	6	0.0	10.0	11.00	18.55	DATA CARD	2								5.59				1932
19	186		3	6	0.0	10.0	11.00	18.55	DATA CARD	2							9.94					1933
19	186		3	6	0.0	10.0	11.00	18.55	DATA CARD	3									0.88			1932
19	186		3	6	0.0	10.0	11.00	18.55	DATA CARD	3											449.43	1933
19	186		3	6	0.0	10.0	11.00	18.55	DATA CARD	4						0.87	0.52					1932
19	186		4	6	0.0	10.0	49.00	56.86	DATA CARD	1	PUNCH-IN	8.22			28.6							LABNB
19	186		6	3	0.0	10.0	105.00	108.05	DATA CARD	1								16.00	3.68		928.68	1932
19	186		6	3	0.0	10.0	105.00	108.05	DATA CARD	1	PUNCH-IN	8.20		40.1	27.5	2.55	30.30	15.70			801.21	1933
19	186		6	3	0.0	10.0	105.00	108.05	DATA CARD	2								3.72				1932
19	186		6	3	0.0	10.0	105.00	108.05	DATA CARD	2							8.63		0.11			1933
19	186		6	3	0.0	10.0	105.00	108.05	DATA CARD	3									1.84			1932
19	186		6	3	0.0	10.0	105.00	108.05	DATA CARD	3											404.93	1933
19	186		6	3	0.0	10.0	105.00	108.05	DATA CARD	4							0.49					1932
19	186		8	4	0.0	10.0	133.00	137.55	DATA CARD	1	PUNCH-IN	8.06			27.5							LABNB
19	186		9	6	0.0	7.0	161.00	168.96	DATA CARD	1								16.30	3.57		914.11	1932
19	186		9	6	0.0	7.0	161.00	168.96	DATA CARD	1	PUNCH-IN	8.00		22.8	27.8	2.30	30.72	16.00			801.21	1933
19	186		9	6	0.0	7.0	161.00	168.96	DATA CARD	2								3.72				1932
19	186		9	6	0.0	7.0	161.00	168.96	DATA CARD	2							8.11		0.11			1933
19	186		9	6	0.0	7.0	161.00	168.96	DATA CARD	3									2.58			1932
19	186		9	6	0.0	7.0	161.00	168.96	DATA CARD	3											413.83	1933
19	186		9	6	0.0	7.0	161.00	168.96	DATA CARD	4						0.69	0.49					1932
19	186		20	4	0.0	10.0	458.00	462.55	DATA CARD	1	PUNCH-IN	8.00		22.0	29.4	4.85	28.62	17.30			728.37	1933
19	186		20	4	0.0	10.0	458.00	462.55	DATA CARD	2							7.33		3.83			1933
19	186		20	4	0.0	10.0	458.00	462.55	DATA CARD	3											440.53	1933
19	186		SSW				0.00	0.00	DATA CARD	1	PUNCH-IN	8.26			33.0							LABNB
19	186		SSW				0.00	0.00	DATA CARD	1	PUNCH-IN	8.22			33.0							LABNB
19	188		3	2	10.0	25.0	30.00	31.83	DATA CARD	1	PUNCH-IN	8.18			35.0							LABNB
19	188		3	3	60.0	75.0	30.00	33.83	DATA CARD	1	PUNCH-IN	8.21			35.8							LABNB
19	188		3	4	40.0	50.0	30.00	35.10	DATA CARD	1	PUNCH-IN	8.13			35.8							LABNB
19	188		3	5	0.0	10.0	30.00	36.20	DATA CARD	1								20.40	1.02		899.54	1932
19	188		3	5	0.0	10.0	30.00	36.20	DATA CARD	1	PUNCH-IN	7.90		10.9	35.2	10.21	52.18	19.50			728.37	1933
19	188		3	5	0.0	10.0	30.00	36.20	DATA CARD	2								20.48				1932
19	188		3	5	0.0	10.0	30.00	36.20	DATA CARD	2							10.99		25.88			1933
19	188		3	5	0.0	10.0	30.00	36.20	DATA CARD	3									1.99			1932
19	188		3	5	0.0	10.0	30.00	36.20	DATA CARD	3											485.02	1933
19	188		3	5	0.0	10.0	30.00	36.20	DATA CARD	4						0.91	0.47					1932
19	188		3	6	80.0	95.0	30.00	38.53	DATA CARD	1	PUNCH-IN	8.10			35.5							LABNB
19	188		5	2	15.0	35.0	87.00	88.75	DATA CARD	1								20.30	1.29		1132.62	1932
19	188		5	2	15.0	35.0	87.00	88.75	DATA CARD	1	PUNCH-IN	8.02			35.2							LABNB
19	188		5	2	15.0	35.0	87.00	88.75	DATA CARD	2								5.59				1932
19	188		5	2	15.0	35.0	87.00	88.75	DATA CARD	3									2.80			1932
19	188		5	2	15.0	35.0	87.00	88.75	DATA CARD	4							0.48					1932
19	188		6	1	110.0	135.0	124.00	125.22	DATA CARD	1	PUNCH-IN	8.00		11.2	35.2	7.40	50.50	19.50			946.89	1933
19	188		6	1	110.0	135.0	124.00	125.22	DATA CARD	2							10.99		21.30			1933
19	188		6	1	110.0	135.0	124.00	125.22	DATA CARD	3											480.57	1933
19	188		6	3	5.0	20.0	124.00	127.13	DATA CARD	1	PUNCH-IN	7.91			35.0							LABNB
19	188		7	2	25.0	35.0	171.00	173.30	DATA CARD	1	PUNCH-IN	7.95			35.0							LABNB
19	188		7	4	10.0	20.0	171.00	176.15	DATA CARD	1	PUNCH-IN	7.98			35.0							LABNB
19	188		7	6	0.0	10.0	171.00	179.05	DATA CARD	1								20.20	1.91		1212.74	1932
19	188		7	6	0.0	10.0	171.00	179.05	DATA CARD	1	PUNCH-IN	7.74			34.7							LABNB
19	188		7	6	0.0	10.0	171.00	179.05	DATA CARD	2								5.59				1932
19	188		7	6	0.0	10.0	171.00	179.05	DATA CARD	3									3.46			1932
19	188		7	6	0.0	10.0	171.00	179.05	DATA CARD	4						0.91	0.53					1932
19	188		8	6	0.0	10.0	227.00	234.55	DATA CARD	1	PUNCH-IN	7.77			34.7							LABNB
19	188		8	6	0.0	10.0	227.00	234.55	DATA CARD	1								20.30	2.27		1281.94	1932
19	188		8	6	0.0	10.0	227.00	234.55	DATA CARD	2								16.76				1932
19	188		8	6	0.0	10.0	227.00	234.55	DATA CARD	3									3.98			1932
19	188		8	6	0.0	10.0	227.00	234.55	DATA CARD	4						0.92	0.34					1932
19	188		9	3	0.0	10.0	283.00	286.05	DATA CARD	1	PUNCH-IN	7.50		5.6	34.1	5.10	47.55	19.50			1383.91	1933
19	188		9	3	0.0	10.0	283.00	286.05	DATA CARD	2							9.42		19.28			1933
19	188		9	3	0.0	10.0	283.00	286.05	DATA CARD	3											480.57	1933
19	188		SSW				0.00	0.00	DATA CARD	1	PUNCH-IN	8.14			33.0							LABNB
19	189		1	5	0.0	10.0	0.00	6.05	DATA CARD	1								20.20			819.42	1932
19	189		1	5	0.0	10.0	0.00	6.05	DATA CARD	1	PUNCH-IN	7.93			34.1							LABNB
19	189		1	5	0.0	10.0	0.00	6.05	DATA CARD	2								106.14				1932
19	189		1	5	0.0	10.0	0.00	6.05	DATA CARD	3									1.92			1932
19	189		1	5	0.0	10.0	0.00	6.05	DATA CARD	4						0.88	0.46					1932
19	189		3	5	140.0	150.0	45.00	52.55	DATA CARD	1	PUNCH-IN	8.00			33.0							LABNB
19	189		3	5	140.0	150.0	45.00	52.55	DATA CARD	1								20.20	1.61		1012.44	1932
19	189		3	5	140.0	150.0	45.00	52.55	DATA CARD	2								16.76				1932
19	189		3	5	140.0	150.0	45.00	52.55	DATA CARD	3									1.77			1932
19	189		3	5	140.0	150.0	45.00	52.55	DATA CARD	4						0.87	0.47					1932
19	189		4	3	0.0	10.0	83.00	86.05	DATA CARD	1	PUNCH-IN	8.20		21.2	33.0	5.10	37.87	19.20			721.09	1933
19	189		4	3	0.0	10.0	83.00	86.05	DATA CARD	1								20.20	2.63		863.12	1932
19	189		4	3	0.0	10.0	83.00	86.05	DATA CARD	2							10.20		0.11			1933
19	189		4	3	0.0	10.0	83.00	86.05	DATA CARD	2								18.62				1932
19	189		4	3	0.0	10.0	83.00	86.05	DATA CARD	3											480.57	1933
19	189		4	3	0.0	10.0	83.00	86.05	DATA CARD	3									2.51			1932
19	189		4	3	0.0	10.0	83.00	86.05	DATA CARD	4							0.45					1932
19	189		5	4	0.0	10.0	147.00	151.55	DATA CARD	1	PUNCH-IN	8.27			32.8							LABNB
19	189		5	4	0.0	10.0	147.00	151.55	DATA CARD	1								20.10			874.05	1932
19	189		5	4	0.0	10.0	147.00	151.55	DATA CARD	2								11.17				1932
19	189		5	4	0.0	10.0	147.00	151.55	DATA CARD	3									4.20			1932
19	189		5	4	0.0	10.0	147.00	151.55	DATA CARD	4						0.92	0.44					1932
19	189		7	2	140.0	150.0	296.00	298.95	DATA CARD	1	PUNCH-IN	8.20		5.5	31.1	12.25	18.52	18.90			546.28	1933
19	189		7	2	140.0	150.0	296.00	298.95	DATA CARD	2							6.80		2.56			1933
19	189		7	2	140.0	150.0	296.00	298.95	DATA CARD	3											480.57	1933
19	189		SSW				0.00	0.00	DATA CARD	1	PUNCH-IN	8.29			32.8							LABNB
19	190		1	3	140.0	150.0	0.00	4.45	DATA CARD	1	PUNCH-IN	8.14			34.1							LABNB
19	190		1	3	140.0	150.0	0.00	4.45	DATA CARD	1								20.00			713.81	1932
19	190		1	3	140.0	150.0	0.00	4.45	DATA CARD	2								117.31				1932
19	190		1	3	140.0	150.0	0.00	4.45	DATA CARD	3									0.21			1932
19	190		1	3	140.0	150.0	0.00	4.45	DATA CARD	4						0.88	0.48					1932
19	190		3	4	0.0	10.0	15.00	19.55	DATA CARD	1	PUNCH-IN	8.07			33.0							LABNB
19	190		5	6	0.0	10.0	33.00	40.70	DATA CARD	1								20.00	1.71		790.28	1932
19	190		5	6	0.0	10.0	33.00	40.70	DATA CARD	1	PUNCH-IN	8.24			31.6							LABNB
19	190		5	6	0.0	10.0	33.00	40.70	DATA CARD	2								39.10				1932
19	190		5	6	0.0	10.0	33.00	40.70	DATA CARD	3									0.22			1932
19	190		5	6	0.0	10.0	33.00	40.70	DATA CARD	4							0.57					1932
19	190		7	4	0.0	10.0	75.00	79.55	DATA CARD	1	PUNCH-IN	8.14			31.4							LABNB
19	190		9	2	140.0	150.0	112.00	114.95	DATA CARD	1								20.00	2.18		735.66	1932
19	190		9	2	140.0	150.0	112.00	114.95	DATA CARD	1	PUNCH-IN	8.41			30.8							LABNB
19	190		9	2	140.0	150.0	112.00	114.95	DATA CARD	2								29.79				1932
19	190		9	2	140.0	150.0	112.00	114.95	DATA CARD	3									0.30			1932
19	190		9	2	140.0	150.0	112.00	114.95	DATA CARD	4						0.95	0.73					1932
19	190		10	3	0.0	10.0	150.00	153.05	DATA CARD	1	PUNCH-IN	8.20		5.6	30.8	10.21	19.36	19.20			764.79	1933
19	190		10	3	0.0	10.0	150.00	153.05	DATA CARD	2							8.37		0.11			1933
